,3
XLon,-140.875
YLat,62.7083333333
1982-01-01,
1982-02-01,
1982-03-01,
1982-04-01,
1982-05-01,
1982-06-01,
1982-07-01,
1982-08-01,
1982-09-01,
1982-10-01,
1982-11-01,
1982-12-01,
1983-01-01,
1983-02-01,
1983-03-01,
1983-04-01,
1983-05-01,
1983-06-01,
1983-07-01,
1983-08-01,
1983-09-01,
1983-10-01,
1983-11-01,
1983-12-01,
1984-01-01,
1984-02-01,
1984-03-01,
1984-04-01,
1984-05-01,
1984-06-01,
1984-07-01,-0.03418224826798576
1984-08-01,-0.036561991490700496
1984-09-01,-0.03883185613523736
1984-10-01,-0.03799320763897644
1984-11-01,-0.033457917220119274
1984-12-01,-0.048473431120031066
1985-01-01,-0.0510479781270657
1985-02-01,-0.052667757175854084
1985-03-01,-0.029421016442095008
1985-04-01,-0.012795975405333976
1985-05-01,0.06756377133136214
1985-06-01,0.05411965448709259
1985-07-01,0.05466926002035691
1985-08-01,0.056066234037513735
1985-09-01,0.056798121553309044
1985-10-01,0.05608871196267201
1985-11-01,0.044584267449366985
1985-12-01,0.04027086474636668
1986-01-01,0.06250688273789233
1986-02-01,0.20696831043308817
1986-03-01,0.2374577592151672
1986-04-01,0.23448967723354228
1986-05-01,0.2307472215916862
1986-06-01,0.22960688984675973
1986-07-01,0.23189471655787958
1986-08-01,0.23166231707381532
1986-09-01,0.2310727456045562
1986-10-01,0.2299501614344926
1986-11-01,0.24407069896420136
1986-12-01,0.28072300086337015
1987-01-01,0.2872363829586355
1987-02-01,0.28500413197368535
1987-03-01,0.2901183730284651
1987-04-01,0.2972763798202947
1987-05-01,0.23360540094554358
1987-06-01,0.23578127437251156
1987-07-01,0.23534506114229484
1987-08-01,0.23326724701263876
1987-09-01,0.23263084201239023
1987-10-01,0.2493698737888359
1987-11-01,0.28485262938844724
1987-12-01,0.5059042368991212
1988-01-01,0.4327424568006818
1988-02-01,0.45047942409269187
1988-03-01,0.45151073061949965
1988-04-01,0.4434931410429356
1988-05-01,0.4404745837834869
1988-06-01,0.4337403693063385
1988-07-01,0.4342482368499272
1988-08-01,0.4339049845393038
1988-09-01,0.43385383145000767
1988-10-01,0.43328167064279965
1988-11-01,0.4362122609897561
1988-12-01,0.44120460713341303
1989-01-01,0.4471820122107186
1989-02-01,0.4693474334797061
1989-03-01,0.44164190372213336
1989-04-01,0.45283429990082597
1989-05-01,0.45220971982364505
1989-06-01,0.451103696824778
1989-07-01,0.44896622506284983
1989-08-01,0.44709387952638435
1989-09-01,0.44702614916655614
1989-10-01,0.44865563255468127
1989-11-01,0.46364118561107814
1989-12-01,0.4540838111066196
1990-01-01,0.45461738089691994
1990-02-01,0.4508481475513451
1990-03-01,0.4536815888295719
1990-04-01,0.33790177274140676
1990-05-01,0.3479520146287005
1990-06-01,0.34321839786692865
1990-07-01,0.34296125738624456
1990-08-01,0.34275721243821505
1990-09-01,0.3424716479567874
1990-10-01,0.34221754895820283
1990-11-01,0.34199016468491833
1990-12-01,0.34168852609522976
1991-01-01,0.33467279950147255
1991-02-01,0.33515081686206905
1991-03-01,0.335315572325952
1991-04-01,0.33481033175578523
1991-05-01,0.33484618388104215
1991-06-01,0.33520847248487645
1991-07-01,0.33615871514055484
1991-08-01,0.3345657682915293
1991-09-01,0.33404915626252907
1991-10-01,0.34194938674661435
1991-11-01,0.3429266659200627
1991-12-01,0.30481497787080414
1992-01-01,0.3047476566200398
1992-02-01,0.3048501180079974
1992-03-01,0.3139605818418004
1992-04-01,0.40216478897787
1992-05-01,0.3270028720423862
1992-06-01,0.3197531263943565
1992-07-01,0.31964792771461015
1992-08-01,0.31966060716024247
1992-09-01,0.31980217449572845
1992-10-01,0.3228862002971198
1992-11-01,0.17631503213162267
1992-12-01,0.1300789469977065
1993-01-01,0.13217375899376033
1993-02-01,0.12773405986758848
1993-03-01,0.16852658228840547
1993-04-01,0.23930579417331815
1993-05-01,0.1702371082885714
1993-06-01,0.17008928487660457
1993-07-01,0.16981215288474522
1993-08-01,0.16938710746179508
1993-09-01,0.16939004099288962
1993-10-01,0.16941980021062936
1993-11-01,0.1693245562531523
1993-12-01,0.16914020143722003
1994-01-01,0.15104406822984195
1994-02-01,0.13106165170078743
1994-03-01,0.13071207484314876
1994-04-01,0.1314694102167373
1994-05-01,0.13161759504081916
1994-06-01,0.13979213206026234
1994-07-01,0.13221710781945312
1994-08-01,0.1329125573702126
1994-09-01,0.133191557379011
1994-10-01,0.12997881549077378
1994-11-01,0.14291915281623416
1994-12-01,0.12529392775661247
1995-01-01,0.12956931651759152
1995-02-01,0.09965089301527852
1995-03-01,0.1621490615719353
1995-04-01,0.09512264614852316
1995-05-01,0.09768458379473544
1995-06-01,0.09673358111045499
1995-07-01,0.0967958665909185
1995-08-01,0.09684902291859593
1995-09-01,0.09742476181355036
1995-10-01,0.09791138930824092
1995-11-01,0.09874985522997635
1995-12-01,0.10301506582663827
1996-01-01,0.10605113432478744
1996-02-01,0.098699857149078
1996-03-01,0.09892716927097801
1996-04-01,0.10159132963228551
1996-05-01,0.10186937508192
1996-06-01,0.10154180940626817
1996-07-01,0.09947358807251633
1996-08-01,0.09387799287006572
1996-09-01,0.09399551836086126
1996-10-01,0.0929044892842385
1996-11-01,0.11777476028325917
1996-12-01,0.12105749091783193
1997-01-01,0.12172360703380258
1997-02-01,0.1025527812283478
1997-03-01,0.003649965495288364
1997-04-01,0.07259868253486224
1997-05-01,0.07497789669909158
1997-06-01,0.06850453664390013
1997-07-01,0.06750185237184221
1997-08-01,0.06719722772235975
