,2
XLon,-122.875
YLat,62.7916666667
1982-01-01,0.0007771444939573269
1982-02-01,0.0012073054806505112
1982-03-01,0.0037421205244212996
1982-04-01,0.0008937739634815589
1982-05-01,-0.004820525015271637
1982-06-01,0.08538288660969723
1982-07-01,0.003545370088343325
1982-08-01,-0.010187848750825845
1982-09-01,-0.08280612047830663
1982-10-01,0.0006975097704580713
1982-11-01,-0.07339216915265925
1982-12-01,-0.00046859078631594775
1983-01-01,-0.08885582439200265
1983-02-01,-0.08901942747618047
1983-03-01,-0.004372304068751998
1983-04-01,-0.046024110199822194
1983-05-01,0.013678680762181594
1983-06-01,-0.0034861913787594956
1983-07-01,-0.007765364182117596
1983-08-01,0.011342757557281369
1983-09-01,-0.004386891815684524
1983-10-01,-0.002744123753040395
1983-11-01,-3.512569229685569e-05
1983-12-01,-0.18452510107796102
1984-01-01,-0.09852220306432721
1984-02-01,-0.067046536463897
1984-03-01,0.05996532116071357
1984-04-01,-0.0013823083011781923
1984-05-01,-0.004075982164918723
1984-06-01,0.00616155277707392
1984-07-01,0.004540115051199556
1984-08-01,0.004942967906122864
1984-09-01,0.007852226632189652
1984-10-01,0.04351627670461078
1984-11-01,0.07171073138028317
1984-12-01,-0.0006931074048052155
1985-01-01,0.16824903833015803
1985-02-01,0.06151778209161174
1985-03-01,-0.0006593779423347546
1985-04-01,-0.0028435889818627658
1985-05-01,-0.007881624968430395
1985-06-01,-0.00833488851408068
1985-07-01,0.03570732995720205
1985-08-01,-0.006658783093539233
1985-09-01,-0.0050080286185687495
1985-10-01,0.007737161057895542
1985-11-01,0.07216702294976515
1985-12-01,0.03886724189205698
1986-01-01,-0.0007599188160561932
1986-02-01,-0.00010260805382850124
1986-03-01,0.001971404370623986
1986-04-01,-0.06347676319323137
1986-05-01,-0.004497928022539732
1986-06-01,0.010638021468277165
1986-07-01,-0.011146294042539473
1986-08-01,0.006734234674658723
1986-09-01,-0.04644766005050943
1986-10-01,-0.0008063889033605998
1986-11-01,0.11812339525076962
1986-12-01,-0.002894662075229204
1987-01-01,-0.08187062265232051
1987-02-01,-0.0007354566500278881
1987-03-01,0.00989875910610677
1987-04-01,0.13073426429004198
1987-05-01,-0.004118949702827057
1987-06-01,-0.004556849212206476
1987-07-01,0.009591962755807648
1987-08-01,-0.011218902855470614
1987-09-01,-0.1072204803882936
1987-10-01,0.0017020725647973745
1987-11-01,0.0011559214019406516
1987-12-01,-0.014322367255717505
1988-01-01,-0.006169264550145603
1988-02-01,0.006777190538956812
1988-03-01,-0.00351953213536782
1988-04-01,0.0037824366786969876
1988-05-01,0.02024633289724409
1988-06-01,-0.04640052993467836
1988-07-01,0.004600682293046998
1988-08-01,0.036944511347640485
1988-09-01,0.006521543247313133
1988-10-01,-0.0046122316263396135
1988-11-01,0.006381799601011762
1988-12-01,-0.008808727024526203
1989-01-01,0.007901282747682037
1989-02-01,-0.004407414817957367
1989-03-01,-0.003333244428180532
1989-04-01,-0.10995924896099576
1989-05-01,-0.0008606821392124764
1989-06-01,0.020773925521115483
1989-07-01,0.00034476635183305904
1989-08-01,-0.009459358227686065
1989-09-01,-0.009034016756881036
1989-10-01,0.0017655502813415935
1989-11-01,7.891648580754529e-05
1989-12-01,0.0006245412302741948
1990-01-01,-0.049793466529686
1990-02-01,-0.0003850940126569058
1990-03-01,0.003760488737287404
1990-04-01,0.16293375564765758
1990-05-01,0.04667787205006019
1990-06-01,-0.009315597673587556
1990-07-01,-0.00036485187317297774
1990-08-01,0.012182902465507128
1990-09-01,0.0022012578212286804
1990-10-01,-0.0015500928191582164
1990-11-01,-0.040066875817960285
1990-12-01,-0.0006546930436071574
1991-01-01,-0.0018765399410320127
1991-02-01,0.004385727720399024
1991-03-01,-0.0016717411803722493
1991-04-01,-0.002246970135600407
1991-05-01,-0.0036134169585870513
1991-06-01,0.0026548192163177164
1991-07-01,-0.0027946017091678432
1991-08-01,0.03234338337667789
1991-09-01,-0.0020275700764874893
1991-10-01,-0.0007184239602013309
1991-11-01,0.001605898984441606
1991-12-01,-0.0018354588578189945
1992-01-01,-0.038073313148177024
1992-02-01,-0.009682353524479381
1992-03-01,-0.005418742669057175
1992-04-01,-0.07595558010060852
1992-05-01,0.011053473984382556
1992-06-01,-0.0009264956473072905
1992-07-01,0.0012127177002785317
1992-08-01,0.005748015163797582
1992-09-01,0.013650539257317518
1992-10-01,0.0731516723869334
1992-11-01,-0.01966138622376895
1992-12-01,0.004944405468998769
1993-01-01,0.16105973609107396
1993-02-01,0.22219103075100025
1993-03-01,0.0048321803823189735
1993-04-01,0.12111532880123613
1993-05-01,-0.012859797257536942
1993-06-01,-0.010596949673869455
1993-07-01,0.01636482851218768
1993-08-01,-0.006349365007652874
1993-09-01,-0.00731393053083268
1993-10-01,0.00429335456675925
1993-11-01,0.2536133112867125
1993-12-01,0.04645567220236743
1994-01-01,-0.002133275127409684
1994-02-01,-0.0019865629739163337
1994-03-01,0.008516740174389859
1994-04-01,-0.001622558774036803
1994-05-01,-0.0034811140717951328
1994-06-01,0.008702956933994754
1994-07-01,-0.005110209240965807
1994-08-01,-0.008931164021984822
1994-09-01,-0.07871661499270999
1994-10-01,-0.00013583612329914896
1994-11-01,-0.003920709686916157
1994-12-01,0.00287622480223082
1995-01-01,0.0007373938344384934
1995-02-01,-0.06753550178092257
1995-03-01,-0.0029463208755566295
1995-04-01,-0.004120640107440204
1995-05-01,0.019126285283988298
1995-06-01,0.0045621212224452035
1995-07-01,-0.011898188204491178
1995-08-01,0.0005354110177923643
